id,slug,name,description,upgradedName,upgradedDescription,character,pool,type,cost,rarity,image,portraitUrl,sourceUrl,sortCost,source,source_url,fetched_at_utc
426-seance,seance,Seance,Ethereal. Transform a card in your Draw Pile into Soul.,Seance+,Ethereal. Transform a card in your Draw Pile into Soul+.,Necrobinder,Necrobinder,Skill,0,Rare,/media/cards-webp/seance.webp,/media/card-portraits/necrobinder/seance.webp,https://sts2.untapped.gg/en/cards/seance,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
427-second-wind,second_wind,Second Wind,Exhaust all non-Attack cards in your Hand. Gain 5 Block for each card Exhausted.,Second Wind+,Exhaust all non-Attack cards in your Hand. Gain 7 Block for each card Exhausted.,Ironclad,Ironclad,Skill,1,Uncommon,/media/cards-webp/second_wind.webp,/media/card-portraits/ironclad/second_wind.webp,https://sts2.untapped.gg/en/cards/second_wind,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
428-secret-technique,secret_technique,Secret Technique,Put a Skill from your Draw Pile into your Hand. Exhaust.,Secret Technique+,Put a Skill from your Draw Pile into your Hand.,Colorless,Colorless,Skill,0,Rare,/media/cards-webp/secret_technique.webp,/media/card-portraits/colorless/secret_technique.webp,https://sts2.untapped.gg/en/cards/secret_technique,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
429-secret-weapon,secret_weapon,Secret Weapon,Put an Attack from your Draw Pile into your Hand. Exhaust.,Secret Weapon+,Put an Attack from your Draw Pile into your Hand.,Colorless,Colorless,Skill,0,Rare,/media/cards-webp/secret_weapon.webp,/media/card-portraits/colorless/secret_weapon.webp,https://sts2.untapped.gg/en/cards/secret_weapon,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
430-seeker-strike,seeker_strike,Seeker Strike,Deal 6 damage. Choose 1 of 3 cards in your Draw Pile to add into your Hand.,Seeker Strike+,Deal 9 damage. Choose 1 of 3 cards in your Draw Pile to add into your Hand.,Colorless,Colorless,Attack,1,Uncommon,/media/cards-webp/seeker_strike.webp,/media/card-portraits/colorless/seeker_strike.webp,https://sts2.untapped.gg/en/cards/seeker_strike,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
431-seeking-edge,seeking_edge,Seeking Edge,Forge 7. Sovereign Blade now deals damage to ALL enemies.,Seeking Edge+,Forge 11. Sovereign Blade now deals damage to ALL enemies.,Regent,Regent,Power,1,Rare,/media/cards-webp/seeking_edge.webp,/media/card-portraits/regent/seeking_edge.webp,https://sts2.untapped.gg/en/cards/seeking_edge,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
432-sentry-mode,sentry_mode,Sentry Mode,"At the start of your turn, add 1 Sweeping Gaze into your Hand.",Sentry Mode+,Cost changes from 2 to 1,Necrobinder,Necrobinder,Power,2,Rare,/media/cards-webp/sentry_mode.webp,/media/card-portraits/necrobinder/sentry_mode.webp,https://sts2.untapped.gg/en/cards/sentry_mode,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
433-serpent-form,serpent_form,Serpent Form,"Whenever you play a card, deal 4 damage to a random enemy.",Serpent Form+,"Whenever you play a card, deal 5 damage to a random enemy.",Silent,Silent,Power,3,Rare,/media/cards-webp/serpent_form.webp,/media/card-portraits/silent/serpent_form.webp,https://sts2.untapped.gg/en/cards/serpent_form,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
434-setup-strike,setup_strike,Setup Strike,Deal 7 damage. Gain 2 Strength this turn.,Setup Strike+,Deal 9 damage. Gain 3 Strength this turn.,Ironclad,Ironclad,Attack,1,Common,/media/cards-webp/setup_strike.webp,/media/card-portraits/ironclad/setup_strike.webp,https://sts2.untapped.gg/en/cards/setup_strike,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
435-seven-stars,seven_stars,Seven Stars,Deal 7 damage to ALL enemies 7 times.,Seven Stars+,Cost changes from 2 to 1,Regent,Regent,Attack,2,Rare,/media/cards-webp/seven_stars.webp,/media/card-portraits/regent/seven_stars.webp,https://sts2.untapped.gg/en/cards/seven_stars,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
436-severance,severance,Severance,"Deal 13 damage. Add a Soul into your Draw Pile, Hand, and Discard Pile.",Severance+,"Deal 18 damage. Add a Soul into your Draw Pile, Hand, and Discard Pile.",Necrobinder,Necrobinder,Attack,2,Uncommon,/media/cards-webp/severance.webp,/media/card-portraits/necrobinder/severance.webp,https://sts2.untapped.gg/en/cards/severance,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
437-shadow-shield,shadow_shield,Shadow Shield,Gain 11 Block. Channel 1 Dark.,Shadow Shield+,Gain 15 Block. Channel 1 Dark.,Defect,Defect,Skill,2,Uncommon,/media/cards-webp/shadow_shield.webp,/media/card-portraits/defect/shadow_shield.webp,https://sts2.untapped.gg/en/cards/shadow_shield,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
438-shadow-step,shadow_step,Shadow Step,"Discard your Hand. Next turn, Attacks deal double damage.",Shadow Step+,Cost changes from 1 to 0,Silent,Silent,Skill,1,Rare,/media/cards-webp/shadow_step.webp,/media/card-portraits/silent/shadow_step.webp,https://sts2.untapped.gg/en/cards/shadow_step,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
439-shadowmeld,shadowmeld,Shadowmeld,Double your Block gain this turn.,Shadowmeld+,Cost changes from 1 to 0,Silent,Silent,Skill,1,Rare,/media/cards-webp/shadowmeld.webp,/media/card-portraits/silent/shadowmeld.webp,https://sts2.untapped.gg/en/cards/shadowmeld,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
440-shame,shame,Shame,"Unplayable. At the end of your turn, if this is in your Hand, gain 1 Frail.",,,Colorless,Curse,Curse,N/A,Curse,/media/cards-webp/shame.webp,/media/card-portraits/curse/shame.webp,https://sts2.untapped.gg/en/cards/shame,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
441-shared-fate,shared_fate,Shared Fate,Lose 2 Strength. Enemy loses 2 Strength. Exhaust.,Shared Fate+,Lose 2 Strength. Enemy loses 3 Strength. Exhaust.,Necrobinder,Necrobinder,Skill,0,Rare,/media/cards-webp/shared_fate.webp,/media/card-portraits/necrobinder/shared_fate.webp,https://sts2.untapped.gg/en/cards/shared_fate,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
442-shatter,shatter,Shatter,Deal 11 damage to ALL enemies. Evoke all of your Orbs.,Shatter+,Deal 15 damage to ALL enemies. Evoke all of your Orbs.,Defect,Defect,Attack,1,Rare,/media/cards-webp/shatter.webp,/media/card-portraits/defect/shatter.webp,https://sts2.untapped.gg/en/cards/shatter,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
443-shining-strike,shining_strike,Shining Strike,Deal 8 damage. Gain 2 Star Energy. Put this card on top of your Draw Pile.,Shining Strike+,Deal 11 damage. Gain 2 Star Energy. Put this card on top of your Draw Pile.,Regent,Regent,Attack,1,Uncommon,/media/cards-webp/shining_strike.webp,/media/card-portraits/regent/shining_strike.webp,https://sts2.untapped.gg/en/cards/shining_strike,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
444-shiv,shiv,Shiv,Deal 4 damage. Exhaust.,Shiv+,Deal 6 damage. Exhaust.,Colorless,Colorless,Attack,0,Token,/media/cards-webp/shiv.webp,/media/card-portraits/token/shiv.webp,https://sts2.untapped.gg/en/cards/shiv,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
445-shockwave,shockwave,Shockwave,Apply 3 Weak and Vulnerable to ALL enemies. Exhaust.,Shockwave+,Apply 5 Weak and Vulnerable to ALL enemies. Exhaust.,Colorless,Colorless,Skill,2,Uncommon,/media/cards-webp/shockwave.webp,/media/card-portraits/colorless/shockwave.webp,https://sts2.untapped.gg/en/cards/shockwave,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
446-shroud,shroud,Shroud,"Whenever you apply Doom, gain 2 Block.",Shroud+,"Whenever you apply Doom, gain 3 Block.",Necrobinder,Necrobinder,Power,1,Uncommon,/media/cards-webp/shroud.webp,/media/card-portraits/necrobinder/shroud.webp,https://sts2.untapped.gg/en/cards/shroud,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
447-shrug-it-off,shrug_it_off,Shrug It Off,Gain 8 Block. Draw 1 card.,Shrug It Off+,Gain 11 Block. Draw 1 card.,Ironclad,Ironclad,Skill,1,Common,/media/cards-webp/shrug_it_off.webp,/media/card-portraits/ironclad/shrug_it_off.webp,https://sts2.untapped.gg/en/cards/shrug_it_off,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
448-sic-em,sic_em,Sic 'Em,"Osty deals 5 damage. Whenever Osty hits this enemy this turn, Summon 2.",Sic 'Em+,"Osty deals 6 damage. Whenever Osty hits this enemy this turn, Summon 3.",Necrobinder,Necrobinder,Attack,1,Uncommon,/media/cards-webp/sic_em.webp,/media/card-portraits/necrobinder/sic_em.webp,https://sts2.untapped.gg/en/cards/sic_em,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
449-signal-boost,signal_boost,Signal Boost,The next Power you play is played an additional time. Exhaust.,Signal Boost+,Cost changes from 1 to 0,Defect,Defect,Skill,1,Rare,/media/cards-webp/signal_boost.webp,/media/card-portraits/defect/signal_boost.webp,https://sts2.untapped.gg/en/cards/signal_boost,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
450-skewer,skewer,Skewer,Deal 7 damage X times.,Skewer+,Deal 10 damage X times.,Silent,Silent,Attack,X,Uncommon,/media/cards-webp/skewer.webp,/media/card-portraits/silent/skewer.webp,https://sts2.untapped.gg/en/cards/skewer,99,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
451-skim,skim,Skim,Draw 3 cards.,Skim+,Draw 4 cards.,Defect,Defect,Skill,1,Uncommon,/media/cards-webp/skim.webp,/media/card-portraits/defect/skim.webp,https://sts2.untapped.gg/en/cards/skim,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
452-sleight-of-flesh,sleight_of_flesh,Sleight of Flesh,"Whenever you apply a debuff to an enemy, they take 9 damage.",Sleight of Flesh+,"Whenever you apply a debuff to an enemy, they take 13 damage.",Necrobinder,Necrobinder,Power,2,Uncommon,/media/cards-webp/sleight_of_flesh.webp,/media/card-portraits/necrobinder/sleight_of_flesh.webp,https://sts2.untapped.gg/en/cards/sleight_of_flesh,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
453-slice,slice,Slice,Deal 6 damage.,Slice+,Deal 9 damage.,Silent,Silent,Attack,0,Common,/media/cards-webp/slice.webp,/media/card-portraits/silent/slice.webp,https://sts2.untapped.gg/en/cards/slice,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
454-slimed,slimed,Slimed,Draw 1 card. Exhaust.,,,Colorless,Status,Status,1,Status,/media/cards-webp/slimed.webp,/media/card-portraits/status/slimed.webp,https://sts2.untapped.gg/en/cards/slimed,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
455-sloth,sloth,Sloth,You cannot play more than 3 cards each turn.,,,Colorless,Colorless,Status,N/A,Status,/media/cards-webp/sloth.webp,/media/card-portraits/token/sloth.webp,https://sts2.untapped.gg/en/cards/sloth,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
456-smokestack,smokestack,Smokestack,"Whenever you create a Status, deal 5 damage to ALL enemies.",Smokestack+,"Whenever you create a Status, deal 7 damage to ALL enemies.",Defect,Defect,Power,1,Uncommon,/media/cards-webp/smokestack.webp,/media/card-portraits/defect/smokestack.webp,https://sts2.untapped.gg/en/cards/smokestack,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
457-snakebite,snakebite,Snakebite,Retain. Apply 7 Poison.,Snakebite+,Retain. Apply 10 Poison.,Silent,Silent,Skill,2,Common,/media/cards-webp/snakebite.webp,/media/card-portraits/silent/snakebite.webp,https://sts2.untapped.gg/en/cards/snakebite,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
458-snap,snap,Snap,Osty deals 7 damage. Add Retain to a card in your Hand.,Snap+,Osty deals 10 damage. Add Retain to a card in your Hand.,Necrobinder,Necrobinder,Attack,1,Common,/media/cards-webp/snap.webp,/media/card-portraits/necrobinder/snap.webp,https://sts2.untapped.gg/en/cards/snap,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
459-sneaky,sneaky,Sneaky,"Sly. Whenever another player attacks an enemy, gain 1 Block.",Sneaky+,"Sly. Whenever another player attacks an enemy, gain 2 Block.",Silent,Silent,Power,2,Rare,/media/cards-webp/sneaky.webp,/media/card-portraits/silent/sneaky.webp,https://sts2.untapped.gg/en/cards/sneaky,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
460-solar-strike,solar_strike,Solar Strike,Deal 8 damage. Gain 1 Star Energy.,Solar Strike+,Deal 9 damage. Gain 2 Star Energy.,Regent,Regent,Attack,1,Common,/media/cards-webp/solar_strike.webp,/media/card-portraits/regent/solar_strike.webp,https://sts2.untapped.gg/en/cards/solar_strike,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
461-soot,soot,Soot,Unplayable.,,,Colorless,Status,Status,N/A,Status,/media/cards-webp/soot.webp,/media/card-portraits/status/soot.webp,https://sts2.untapped.gg/en/cards/soot,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
462-soul,soul,Soul,Draw 2 cards. Exhaust.,Soul+,Draw 3 cards. Exhaust.,Colorless,Colorless,Skill,0,Token,/media/cards-webp/soul.webp,/media/card-portraits/token/soul.webp,https://sts2.untapped.gg/en/cards/soul,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
463-soul-storm,soul_storm,Soul Storm,Deal 9 damage. Deals 2 additional damage for each Soul in your Exhaust Pile.,Soul Storm+,Deal 9 damage. Deals 3 additional damage for each Soul in your Exhaust Pile.,Necrobinder,Necrobinder,Attack,1,Rare,/media/cards-webp/soul_storm.webp,/media/card-portraits/necrobinder/soul_storm.webp,https://sts2.untapped.gg/en/cards/soul_storm,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
464-sovereign-blade,sovereign_blade,Sovereign Blade,Retain. Deal 10 damage.,Sovereign Blade+,Cost changes from 2 to 1,Colorless,Colorless,Attack,2,Token,/media/cards-webp/sovereign_blade.webp,/media/card-portraits/token/sovereign_blade.webp,https://sts2.untapped.gg/en/cards/sovereign_blade,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
465-sow,sow,Sow,Retain. Deal 8 damage to ALL enemies.,Sow+,Retain. Deal 11 damage to ALL enemies.,Necrobinder,Necrobinder,Attack,1,Common,/media/cards-webp/sow.webp,/media/card-portraits/necrobinder/sow.webp,https://sts2.untapped.gg/en/cards/sow,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
466-spectrum-shift,spectrum_shift,Spectrum Shift,"At the start of your turn, add 1 random Colorless card into your Hand.",Spectrum Shift+,Cost changes from 2 to 1,Regent,Regent,Power,2,Uncommon,/media/cards-webp/spectrum_shift.webp,/media/card-portraits/regent/spectrum_shift.webp,https://sts2.untapped.gg/en/cards/spectrum_shift,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
467-speedster,speedster,Speedster,"Whenever you draw a card during your turn, deal 2 damage to ALL enemies.",Speedster+,"Whenever you draw a card during your turn, deal 3 damage to ALL enemies.",Silent,Silent,Power,2,Uncommon,/media/cards-webp/speedster.webp,/media/card-portraits/silent/speedster.webp,https://sts2.untapped.gg/en/cards/speedster,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
468-spinner,spinner,Spinner,"At the start of your turn, Channel 1 Glass.",Spinner+,"Channel 1 Glass. At the start of your turn, Channel 1 Glass.",Defect,Defect,Power,1,Rare,/media/cards-webp/spinner.webp,/media/card-portraits/defect/spinner.webp,https://sts2.untapped.gg/en/cards/spinner,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
469-spirit-of-ash,spirit_of_ash,Spirit of Ash,"Whenever you play an Ethereal card, gain 4 Block.",Spirit of Ash+,"Whenever you play an Ethereal card, gain 5 Block.",Necrobinder,Necrobinder,Power,1,Rare,/media/cards-webp/spirit_of_ash.webp,/media/card-portraits/necrobinder/spirit_of_ash.webp,https://sts2.untapped.gg/en/cards/spirit_of_ash,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
470-spite,spite,Spite,"Deal 6 damage. If you lost HP this turn, draw 1 card.",Spite+,"Deal 9 damage. If you lost HP this turn, draw 1 card.",Ironclad,Ironclad,Attack,0,Uncommon,/media/cards-webp/spite.webp,/media/card-portraits/ironclad/spite.webp,https://sts2.untapped.gg/en/cards/spite,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
471-splash,splash,Splash,Choose 1 of 3 random Attacks from another character to add into your Hand. It's free to play this turn.,Splash+,Choose 1 of 3 random Upgraded Attacks from another character to add into your Hand. It's free to play this turn.,Colorless,Colorless,Skill,1,Uncommon,/media/cards-webp/splash.webp,/media/card-portraits/colorless/splash.webp,https://sts2.untapped.gg/en/cards/splash,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
472-spoils-map,spoils_map,Spoils Map,Unplayable. Marks a site of 600 extra Gold in the next Act.,,,Colorless,Colorless,Quest,N/A,Quest,/media/cards-webp/spoils_map.webp,/media/card-portraits/quest/spoils_map.webp,https://sts2.untapped.gg/en/cards/spoils_map,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
473-spoils-of-battle,spoils_of_battle,Spoils of Battle,Forge 10.,Spoils of Battle+,Forge 15.,Regent,Regent,Skill,1,Common,/media/cards-webp/spoils_of_battle.webp,/media/card-portraits/regent/spoils_of_battle.webp,https://sts2.untapped.gg/en/cards/spoils_of_battle,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
474-spore-mind,spore_mind,Spore Mind,Exhaust.,,,Colorless,Curse,Curse,1,Curse,/media/cards-webp/spore_mind.webp,/media/card-portraits/curse/spore_mind.webp,https://sts2.untapped.gg/en/cards/spore_mind,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
475-spur,spur,Spur,Retain. Summon 3. Osty heals 5 HP.,Spur+,Retain. Summon 5. Osty heals 7 HP.,Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/spur.webp,/media/card-portraits/necrobinder/spur.webp,https://sts2.untapped.gg/en/cards/spur,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
476-squash,squash,Squash,Deal 10 damage. Apply 2 Vulnerable.,Squash+,Deal 12 damage. Apply 3 Vulnerable.,Colorless,Event,Attack,1,Event,/media/cards-webp/squash.webp,/media/card-portraits/event/squash.webp,https://sts2.untapped.gg/en/cards/squash,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
477-squeeze,squeeze,Squeeze,Osty deals 25 damage. Deals 5 additional damage for ALL your other Osty Attacks.,Squeeze+,Osty deals 30 damage. Deals 6 additional damage for ALL your other Osty Attacks.,Necrobinder,Necrobinder,Attack,3,Rare,/media/cards-webp/squeeze.webp,/media/card-portraits/necrobinder/squeeze.webp,https://sts2.untapped.gg/en/cards/squeeze,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
478-stampede,stampede,Stampede,"At the end of your turn, 1 random Attack in your Hand is played against a random enemy.",Stampede+,Cost changes from 2 to 1,Ironclad,Ironclad,Power,2,Uncommon,/media/cards-webp/stampede.webp,/media/card-portraits/ironclad/stampede.webp,https://sts2.untapped.gg/en/cards/stampede,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
479-stardust,stardust,Stardust,Deal 5 damage to a random enemy X times.,Stardust+,Deal 7 damage to a random enemy X times.,Regent,Regent,Attack,0,Uncommon,/media/cards-webp/stardust.webp,/media/card-portraits/regent/stardust.webp,https://sts2.untapped.gg/en/cards/stardust,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
480-stoke,stoke,Stoke,Exhaust your Hand. Draw a card for each card Exhausted. Exhaust.,Stoke+,Cost changes from 1 to 0,Ironclad,Ironclad,Skill,1,Rare,/media/cards-webp/stoke.webp,/media/card-portraits/ironclad/stoke.webp,https://sts2.untapped.gg/en/cards/stoke,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
481-stomp,stomp,Stomp,Deal 12 damage to ALL enemies. Costs 1 less 1 Energy for each Attack played this turn.,Stomp+,Deal 15 damage to ALL enemies. Costs 1 less 1 Energy for each Attack played this turn.,Ironclad,Ironclad,Attack,3,Uncommon,/media/cards-webp/stomp.webp,/media/card-portraits/ironclad/stomp.webp,https://sts2.untapped.gg/en/cards/stomp,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
482-stone-armor,stone_armor,Stone Armor,Gain 4 Plating.,Stone Armor+,Gain 6 Plating.,Ironclad,Ironclad,Power,1,Uncommon,/media/cards-webp/stone_armor.webp,/media/card-portraits/ironclad/stone_armor.webp,https://sts2.untapped.gg/en/cards/stone_armor,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
483-storm,storm,Storm,"Whenever you play a Power, Channel 1 Lightning.",Storm+,"Whenever you play a Power, Channel 2 Lightning.",Defect,Defect,Power,1,Uncommon,/media/cards-webp/storm.webp,/media/card-portraits/defect/storm.webp,https://sts2.untapped.gg/en/cards/storm,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
484-storm-of-steel,storm_of_steel,Storm of Steel,Discard your Hand. Add 1 Shiv into your Hand for each card discarded.,Storm of Steel+,Discard your Hand. Add 1 Shiv+ into your Hand for each card discarded.,Silent,Silent,Skill,1,Rare,/media/cards-webp/storm_of_steel.webp,/media/card-portraits/silent/storm_of_steel.webp,https://sts2.untapped.gg/en/cards/storm_of_steel,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
485-strangle,strangle,Strangle,"Deal 8 damage. Whenever you play a card this turn, the enemy loses 2 HP.",Strangle+,"Deal 10 damage. Whenever you play a card this turn, the enemy loses 3 HP.",Silent,Silent,Attack,1,Uncommon,/media/cards-webp/strangle.webp,/media/card-portraits/silent/strangle.webp,https://sts2.untapped.gg/en/cards/strangle,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
486-stratagem,stratagem,Stratagem,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.",Stratagem+,Cost changes from 1 to 0,Colorless,Colorless,Power,1,Uncommon,/media/cards-webp/stratagem.webp,/media/card-portraits/colorless/stratagem.webp,https://sts2.untapped.gg/en/cards/stratagem,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
487-strike,strike_defect,Strike,Deal 6 damage.,Strike+,Deal 9 damage.,Defect,Defect,Attack,1,Starter,/media/cards-webp/strike_defect.webp,/media/card-portraits/defect/strike_defect.webp,https://sts2.untapped.gg/en/cards/strike_defect,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
488-strike,strike_ironclad,Strike,Deal 6 damage.,Strike+,Deal 9 damage.,Ironclad,Ironclad,Attack,1,Starter,/media/cards-webp/strike_ironclad.webp,/media/card-portraits/ironclad/strike_ironclad.webp,https://sts2.untapped.gg/en/cards/strike_ironclad,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
489-strike,strike_necrobinder,Strike,Deal 6 damage.,Strike+,Deal 9 damage.,Necrobinder,Necrobinder,Attack,1,Starter,/media/cards-webp/strike_necrobinder.webp,/media/card-portraits/necrobinder/strike_necrobinder.webp,https://sts2.untapped.gg/en/cards/strike_necrobinder,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
490-strike,strike_regent,Strike,Deal 6 damage.,Strike+,Deal 9 damage.,Regent,Regent,Attack,1,Starter,/media/cards-webp/strike_regent.webp,/media/card-portraits/regent/strike_regent.webp,https://sts2.untapped.gg/en/cards/strike_regent,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
491-strike,strike_silent,Strike,Deal 6 damage.,Strike+,Deal 9 damage.,Silent,Silent,Attack,1,Starter,/media/cards-webp/strike_silent.webp,/media/card-portraits/silent/strike_silent.webp,https://sts2.untapped.gg/en/cards/strike_silent,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
492-subroutine,subroutine,Subroutine,"Whenever you play a Power, gain 1 Energy.",Subroutine+,Cost changes from 1 to 0,Defect,Defect,Power,1,Uncommon,/media/cards-webp/subroutine.webp,/media/card-portraits/defect/subroutine.webp,https://sts2.untapped.gg/en/cards/subroutine,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
493-sucker-punch,sucker_punch,Sucker Punch,Deal 8 damage. Apply 1 Weak.,Sucker Punch+,Deal 10 damage. Apply 2 Weak.,Silent,Silent,Attack,1,Common,/media/cards-webp/sucker_punch.webp,/media/card-portraits/silent/sucker_punch.webp,https://sts2.untapped.gg/en/cards/sucker_punch,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
