name_slug,search_text,character,rarity,sort_rarity,image,name,description_title,description,id,source,source_url,fetched_at_utc,image_url
scroll boxes,"upon pickup, lose all gold and choose 1 of 2 packs of cards to add to your deck.",Colorless,Ancient,4,/media/relics/scroll_boxes.png,Scroll Boxes,"Upon pickup, lose all Gold and choose 1 of 2 packs of cards to add to your Deck.","Upon pickup, lose all Gold and choose 1 of 2 packs of cards to add to your Deck.",216-scroll-boxes,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/scroll_boxes.png
sea glass,see 15 cards from another character. choose any number of them to add to your deck.,Colorless,Ancient,4,/media/relics/sea_glass.png,Sea Glass,See 15 cards from another character. Choose any number of them to add to your Deck.,See 15 cards from another character. Choose any number of them to add to your Deck.,217-sea-glass,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sea_glass.png
seal of gold,"at the start of your turn, spend 5 gold to gain colorless energy.",Colorless,Ancient,4,/media/relics/seal_of_gold.png,Seal of Gold,"At the start of your turn, spend 5 Gold to gain Colorless Energy.","At the start of your turn, spend 5 Gold to gain Colorless Energy.",218-seal-of-gold,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/seal_of_gold.png
self-forming clay,"whenever you lose hp in combat, gain 3 block next turn.",Ironclad,Uncommon,2,/media/relics/self_forming_clay.png,Self-Forming Clay,"Whenever you lose HP in combat, gain 3 Block next turn.","Whenever you lose HP in combat, gain 3 Block next turn.",219-self-forming-clay,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/self_forming_clay.png
sere talon,"upon pickup, add 2 random curses and 3 wishes to your deck.",Colorless,Ancient,4,/media/relics/sere_talon.png,Sere Talon,"Upon pickup, add 2 random Curses and 3 Wishes to your Deck.","Upon pickup, add 2 random Curses and 3 Wishes to your Deck.",220-sere-talon,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sere_talon.png
shovel,you can now dig at rest sites to obtain a random relic.,Colorless,Rare,3,/media/relics/shovel.png,Shovel,You can now dig at Rest Sites to obtain a random Relic.,You can now dig at Rest Sites to obtain a random Relic.,221-shovel,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/shovel.png
shuriken,"every time you play 3 attacks in a single turn, gain 1 strength.",Colorless,Rare,3,/media/relics/shuriken.png,Shuriken,"Every time you play 3 Attacks in a single turn, gain 1 Strength.","Every time you play 3 Attacks in a single turn, gain 1 Strength.",222-shuriken,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/shuriken.png
signet ring,"upon pickup, gain 999 gold.",Colorless,Ancient,4,/media/relics/signet_ring.png,Signet Ring,"Upon pickup, gain 999 Gold.","Upon pickup, gain 999 Gold.",223-signet-ring,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/signet_ring.png
silver crucible,the first 3 card rewards you see are upgraded. the first treasure chest you open is empty.,Colorless,Ancient,4,/media/relics/silver_crucible.png,Silver Crucible,The first 3 card rewards you see are Upgraded. The first Treasure Chest you open is empty.,The first 3 card rewards you see are Upgraded. The first Treasure Chest you open is empty.,224-silver-crucible,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/silver_crucible.png
sling of courage,start each elite combat with 2 strength.,Colorless,Shop,5,/media/relics/sling_of_courage.png,Sling of Courage,Start each Elite combat with 2 Strength.,Start each Elite combat with 2 Strength.,225-sling-of-courage,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sling_of_courage.png
small capsule,"upon pickup, obtain a random relic.",Colorless,Ancient,4,/media/relics/small_capsule.png,Small Capsule,"Upon pickup, obtain a random Relic.","Upon pickup, obtain a random Relic.",226-small-capsule,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/small_capsule.png
snecko eye,"at the start of your turn, draw 2 additional cards. start each combat confused.",Colorless,Ancient,4,/media/relics/snecko_eye.png,Snecko Eye,"At the start of your turn, draw 2 additional cards. Start each combat Confused.","At the start of your turn, draw 2 additional cards. Start each combat Confused.",227-snecko-eye,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/snecko_eye.png
snecko skull,"whenever you apply poison, apply an additional 1 poison.",Silent,Common,1,/media/relics/snecko_skull.png,Snecko Skull,"Whenever you apply Poison, apply an additional 1 Poison.","Whenever you apply Poison, apply an additional 1 Poison.",228-snecko-skull,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/snecko_skull.png
sozu,gain colorless energy at the start of each turn. you can no longer obtain potions.,Colorless,Ancient,4,/media/relics/sozu.png,Sozu,Gain Colorless Energy at the start of each turn. You can no longer obtain potions.,Gain Colorless Energy at the start of each turn. You can no longer obtain potions.,229-sozu,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sozu.png
sparkling rouge,"at the start of your 3rd turn, gain 1 strength and 1 dexterity.",Colorless,Uncommon,2,/media/relics/sparkling_rouge.png,Sparkling Rouge,"At the start of your 3rd turn, gain 1 Strength and 1 Dexterity.","At the start of your 3rd turn, gain 1 Strength and 1 Dexterity.",230-sparkling-rouge,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sparkling_rouge.png
spiked gauntlets,gain colorless energy at the start of each turn. powers cost 1 more colorless energy.,Colorless,Ancient,4,/media/relics/spiked_gauntlets.png,Spiked Gauntlets,Gain Colorless Energy at the start of each turn. Powers cost 1 more Colorless Energy.,Gain Colorless Energy at the start of each turn. Powers cost 1 more Colorless Energy.,231-spiked-gauntlets,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/spiked_gauntlets.png
stone calendar,"at the end of turn 7, deal 52 damage to all enemies.",Colorless,Rare,3,/media/relics/stone_calendar.png,Stone Calendar,"At the end of turn 7, deal 52 damage to ALL enemies.","At the end of turn 7, deal 52 damage to ALL enemies.",232-stone-calendar,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/stone_calendar.png
stone cracker,"at the start of boss combats, upgrade 3 random cards in your draw pile for the rest of combat.",Colorless,Uncommon,2,/media/relics/stone_cracker.png,Stone Cracker,"At the start of Boss combats, Upgrade 3 random cards in your Draw Pile for the rest of combat.","At the start of Boss combats, Upgrade 3 random cards in your Draw Pile for the rest of combat.",233-stone-cracker,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/stone_cracker.png
stone humidifier,"whenever you rest at a rest site, raise your max hp by 5.",Colorless,Ancient,4,/media/relics/stone_humidifier.png,Stone Humidifier,"Whenever you Rest at a Rest Site, raise your Max HP by 5.","Whenever you Rest at a Rest Site, raise your Max HP by 5.",234-stone-humidifier,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/stone_humidifier.png
storybook,"upon pickup, add 1 brightest flame to your deck.",Colorless,Ancient,4,/media/relics/storybook.png,Storybook,"Upon pickup, add 1 Brightest Flame to your Deck.","Upon pickup, add 1 Brightest Flame to your Deck.",235-storybook,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/storybook.png
strawberry,"upon pickup, raise your max hp by 7.",Colorless,Common,1,/media/relics/strawberry.png,Strawberry,"Upon pickup, raise your Max HP by 7.","Upon pickup, raise your Max HP by 7.",236-strawberry,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/strawberry.png
strike dummy,"cards containing ""strike"" deal 3 additional damage.",Colorless,Common,1,/media/relics/strike_dummy.png,Strike Dummy,"Cards containing ""Strike"" deal 3 additional damage.","Cards containing ""Strike"" deal 3 additional damage.",237-strike-dummy,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/strike_dummy.png
sturdy clamp,up to 10 block persists across turns.,Colorless,Rare,3,/media/relics/sturdy_clamp.png,Sturdy Clamp,Up to 10 Block persists across turns.,Up to 10 Block persists across turns.,238-sturdy-clamp,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sturdy_clamp.png
sword of jade,start each combat with 3 strength.,Colorless,Event,6,/media/relics/sword_of_jade.webp,Sword of Jade,Start each combat with 3 Strength.,Start each combat with 3 Strength.,239-sword-of-jade,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sword_of_jade.webp
sword of stone,transforms into a powerful relic after defeating 5 elites.,Colorless,Event,6,/media/relics/sword_of_stone.webp,Sword of Stone,Transforms into a powerful Relic after defeating 5 Elites.,Transforms into a powerful Relic after defeating 5 Elites.,240-sword-of-stone,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/sword_of_stone.webp
symbiotic virus,"at the start of each combat, channel 1 dark.",Defect,Uncommon,2,/media/relics/symbiotic_virus.png,Symbiotic Virus,"At the start of each combat, Channel 1 Dark.","At the start of each combat, Channel 1 Dark.",241-symbiotic-virus,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/symbiotic_virus.png
tanx's whistle,"upon pickup, add 1 whistle to your deck.",Colorless,Ancient,4,/media/relics/tanx_s_whistle.png,Tanx's Whistle,"Upon pickup, add 1 Whistle to your Deck.","Upon pickup, add 1 Whistle to your Deck.",242-tanx's-whistle,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tanx_s_whistle.png
tea of discourtesy,"at the start of the next combat, shuffle 2 dazed into your draw pile.",Colorless,Event,6,/media/relics/tea_of_discourtesy.webp,Tea of Discourtesy,"At the start of the next combat, shuffle 2 Dazed into your Draw Pile.","At the start of the next combat, shuffle 2 Dazed into your Draw Pile.",243-tea-of-discourtesy,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tea_of_discourtesy.webp
the abacus,"whenever you shuffle your draw pile, gain 6 block.",Colorless,Shop,5,/media/relics/the_abacus.png,The Abacus,"Whenever you shuffle your Draw Pile, gain 6 Block.","Whenever you shuffle your Draw Pile, gain 6 Block.",244-the-abacus,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/the_abacus.png
the boot,"whenever you would deal 4 or less unblocked attack damage, increase it to 5.",Colorless,Event,6,/media/relics/the_boot.webp,The Boot,"Whenever you would deal 4 or less unblocked attack damage, increase it to 5.","Whenever you would deal 4 or less unblocked attack damage, increase it to 5.",245-the-boot,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/the_boot.webp
the courier,"the merchant no longer runs out of cards, relics, or potions and his prices are reduced by 20%.",Colorless,Rare,3,/media/relics/the_courier.png,The Courier,"The merchant no longer runs out of cards, relics, or potions and his prices are reduced by 20%.","The merchant no longer runs out of cards, relics, or potions and his prices are reduced by 20%.",246-the-courier,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/the_courier.png
throwing axe,the first card you play each combat is played an extra time.,Colorless,Ancient,4,/media/relics/throwing_axe.png,Throwing Axe,The first card you play each combat is played an extra time.,The first card you play each combat is played an extra time.,247-throwing-axe,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/throwing_axe.png
tingsha,"whenever you discard a card during your turn, deal 3 damage to a random enemy for each card discarded.",Silent,Uncommon,2,/media/relics/tingsha.png,Tingsha,"Whenever you discard a card during your turn, deal 3 damage to a random enemy for each card discarded.","Whenever you discard a card during your turn, deal 3 damage to a random enemy for each card discarded.",248-tingsha,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tingsha.png
tiny mailbox,"whenever you rest, procure a random potion.",Colorless,Common,1,/media/relics/tiny_mailbox.png,Tiny Mailbox,"Whenever you Rest, procure a random potion.","Whenever you Rest, procure a random potion.",249-tiny-mailbox,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tiny_mailbox.png
toasty mittens,"at the start of your turn, exhaust the top card of your draw pile and gain 1 strength.",Colorless,Ancient,4,/media/relics/toasty_mittens.png,Toasty Mittens,"At the start of your turn, Exhaust the top card of your Draw Pile and gain 1 Strength.","At the start of your turn, Exhaust the top card of your Draw Pile and gain 1 Strength.",250-toasty-mittens,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/toasty_mittens.png
toolbox,"at the start of each combat, choose 1 of 3 random colorless cards and add the chosen card into your hand.",Colorless,Shop,5,/media/relics/toolbox.png,Toolbox,"At the start of each combat, choose 1 of 3 random Colorless cards and add the chosen card into your Hand.","At the start of each combat, choose 1 of 3 random Colorless cards and add the chosen card into your Hand.",251-toolbox,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/toolbox.png
touch of orobas,"upon pickup, replace your starter relic with an ancient version.",Colorless,Ancient,4,/media/relics/touch_of_orobas.png,Touch of Orobas,"Upon pickup, replace your starter Relic with an Ancient version.","Upon pickup, replace your starter Relic with an Ancient version.",252-touch-of-orobas,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/touch_of_orobas.png
tough bandages,"whenever you discard a card during your turn, gain 3 block.",Silent,Rare,3,/media/relics/tough_bandages.png,Tough Bandages,"Whenever you discard a card during your turn, gain 3 Block.","Whenever you discard a card during your turn, gain 3 Block.",253-tough-bandages,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tough_bandages.png
toxic egg,"whenever you add a skill into your deck, upgrade it.",Colorless,Rare,3,/media/relics/toxic_egg.png,Toxic Egg,"Whenever you add a Skill into your Deck, Upgrade it.","Whenever you add a Skill into your Deck, Upgrade it.",254-toxic-egg,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/toxic_egg.png
toy box,"upon pickup, obtain 4 wax relics. every 3 combats, your left-most wax relic will melt away.",Colorless,Ancient,4,/media/relics/toy_box.png,Toy Box,"Upon pickup, obtain 4 Wax Relics. Every 3 combats, your left-most Wax Relic will melt away.","Upon pickup, obtain 4 Wax Relics. Every 3 combats, your left-most Wax Relic will melt away.",255-toy-box,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/toy_box.png
tri-boomerang,choose 3 attacks in your deck. enchant them with instinct.,Colorless,Ancient,4,/media/relics/tri_boomerang.png,Tri-Boomerang,Choose 3 Attacks in your Deck. Enchant them with Instinct.,Choose 3 Attacks in your Deck. Enchant them with Instinct.,256-tri-boomerang,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tri_boomerang.png
tungsten rod,"whenever you would lose hp, lose 1 less.",Colorless,Rare,3,/media/relics/tungsten_rod.png,Tungsten Rod,"Whenever you would lose HP, lose 1 less.","Whenever you would lose HP, lose 1 less.",257-tungsten-rod,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tungsten_rod.png
tuning fork,"every time you play 10 skills, gain 7 block.",Colorless,Uncommon,2,/media/relics/tuning_fork.png,Tuning Fork,"Every time you play 10 Skills, gain 7 Block.","Every time you play 10 Skills, gain 7 Block.",258-tuning-fork,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/tuning_fork.png
twisted funnel,"at the start of each combat, apply 4 poison to all enemies.",Silent,Uncommon,2,/media/relics/twisted_funnel.png,Twisted Funnel,"At the start of each combat, apply 4 Poison to ALL enemies.","At the start of each combat, apply 4 Poison to ALL enemies.",259-twisted-funnel,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/twisted_funnel.png
unceasing top,"whenever you have no cards in hand during your turn, draw a card.",Colorless,Rare,3,/media/relics/unceasing_top.png,Unceasing Top,"Whenever you have no cards in Hand during your turn, draw a card.","Whenever you have no cards in Hand during your turn, draw a card.",260-unceasing-top,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/unceasing_top.png
undying sigil,enemies with at least as much doom as hp deal 50% less damage.,Necrobinder,Shop,5,/media/relics/undying_sigil.png,Undying Sigil,Enemies with at least as much Doom as HP deal 50% less damage.,Enemies with at least as much Doom as HP deal 50% less damage.,261-undying-sigil,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/undying_sigil.png
unsettling lamp,"each combat, the first time you play a card that debuffs an enemy, double its effect.",Colorless,Rare,3,/media/relics/unsettling_lamp.png,Unsettling Lamp,"Each combat, the first time you play a card that Debuffs an enemy, double its effect.","Each combat, the first time you play a card that Debuffs an enemy, double its effect.",262-unsettling-lamp,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/unsettling_lamp.png
vajra,start each combat with 1 strength.,Colorless,Common,1,/media/relics/vajra.png,Vajra,Start each combat with 1 Strength.,Start each combat with 1 Strength.,263-vajra,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/vajra.png
vambrace,"the first time you gain block from a card each combat, double the amount gained.",Colorless,Uncommon,2,/media/relics/vambrace.png,Vambrace,"The first time you gain Block from a card each combat, double the amount gained.","The first time you gain Block from a card each combat, double the amount gained.",264-vambrace,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/vambrace.png
velvet choker,gain colorless energy at the start of each turn. you cannot play more than 6 cards per turn.,Colorless,Ancient,4,/media/relics/velvet_choker.png,Velvet Choker,Gain Colorless Energy at the start of each turn. You cannot play more than 6 cards per turn.,Gain Colorless Energy at the start of each turn. You cannot play more than 6 cards per turn.,265-velvet-choker,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/velvet_choker.png
venerable tea set,"whenever you enter a rest site, start the next combat with an additional 2 energy.",Colorless,Common,1,/media/relics/venerable_tea_set.png,Venerable Tea Set,"Whenever you enter a Rest Site, start the next combat with an additional 2 Energy.","Whenever you enter a Rest Site, start the next combat with an additional 2 Energy.",266-venerable-tea-set,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/venerable_tea_set.png
very hot cocoa,start each combat with an additional 4 energy.,Colorless,Ancient,4,/media/relics/very_hot_cocoa.png,Very Hot Cocoa,Start each combat with an additional 4 Energy.,Start each combat with an additional 4 Energy.,267-very-hot-cocoa,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/very_hot_cocoa.png
vexing puzzlebox,"at the start of each combat, add a random card into your hand. it costs 0 energy.",Colorless,Rare,3,/media/relics/vexing_puzzlebox.png,Vexing Puzzlebox,"At the start of each combat, add a random card into your Hand. It costs 0 Energy.","At the start of each combat, add a random card into your Hand. It costs 0 Energy.",268-vexing-puzzlebox,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/vexing_puzzlebox.png
vitruvian minion,"cards containing ""minion"" deal double damage and gain double block.",Regent,Shop,5,/media/relics/vitruvian_minion.png,Vitruvian Minion,"Cards containing ""Minion"" deal double damage and gain double Block.","Cards containing ""Minion"" deal double damage and gain double Block.",269-vitruvian-minion,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/vitruvian_minion.png
war hammer,"whenever you kill an elite, upgrade 4 random cards.",Colorless,Ancient,4,/media/relics/war_hammer.png,War Hammer,"Whenever you kill an Elite, Upgrade 4 random cards.","Whenever you kill an Elite, Upgrade 4 random cards.",270-war-hammer,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/war_hammer.png
war paint,"upon pickup, upgrade 2 random skills.",Colorless,Common,1,/media/relics/war_paint.png,War Paint,"Upon pickup, Upgrade 2 random Skills.","Upon pickup, Upgrade 2 random Skills.",271-war-paint,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/war_paint.png
whetstone,"upon pickup, upgrade 2 random attacks.",Colorless,Common,1,/media/relics/whetstone.png,Whetstone,"Upon pickup, Upgrade 2 random Attacks.","Upon pickup, Upgrade 2 random Attacks.",272-whetstone,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/whetstone.png
whispering earring,gain colorless energy at the start of each turn. vakuu plays your first turn for you.,Colorless,Ancient,4,/media/relics/whispering_earring.png,Whispering Earring,Gain Colorless Energy at the start of each turn. Vakuu plays your first turn for you.,Gain Colorless Energy at the start of each turn. Vakuu plays your first turn for you.,273-whispering-earring,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/whispering_earring.png
white beast statue,potions always appear in combat rewards.,Colorless,Rare,3,/media/relics/white_beast_statue.png,White Beast Statue,Potions always appear in combat rewards.,Potions always appear in combat rewards.,274-white-beast-statue,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/white_beast_statue.png
white star,elites drop an additional rare card reward.,Colorless,Rare,3,/media/relics/white_star.png,White Star,Elites drop an additional Rare card reward.,Elites drop an additional Rare card reward.,275-white-star,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/white_star.png
wing charm,a random card in each card reward is enchanted with swift 1.,Colorless,Shop,5,/media/relics/wing_charm.png,Wing Charm,A random card in each card reward is Enchanted with Swift 1.,A random card in each card reward is Enchanted with Swift 1.,276-wing-charm,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/relics/wing_charm.png
yummy cookie,"upon pickup, upgrade 4 cards.",Colorless,Ancient,4,/media/official/sts2-logo.avif,Yummy Cookie,"Upon pickup, Upgrade 4 cards.","Upon pickup, Upgrade 4 cards.",277-yummy-cookie,STS2 Wiki page scrape,https://sts2.wiki/relics/,2026-05-19T13:04:50.666712+00:00,https://sts2.wiki/media/official/sts2-logo.avif
