name,color,type,rarity,cost,order,base_description,search_text,source,source_url,fetched_at_utc
Fight Through,defect,skill,uncommon,1,311,Gain 13 Block. / Add 2 Wounds into your Discard Pile.,fight through defect uncommon skill gain 13 block . add 2 wounds into your discard pile . gain 17 block . add 2 wounds into your discard pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Finesse,colorless,skill,uncommon,0,312,Gain 4 Block. / Draw 1 card.,finesse colorless uncommon skill gain 4 block . draw 1 card. gain 7 block . draw 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Finisher,silent,attack,uncommon,1,313,Deal 6 damage for each Attack already played this turn.,finisher silent uncommon attack deal 6 damage for each attack already played this turn. deal 8 damage for each attack already played this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fisticuffs,colorless,attack,uncommon,1,314,Deal 7 damage. / Gain Block equal to damage dealt.,fisticuffs colorless uncommon attack deal 7 damage. gain block equal to damage dealt. deal 9 damage. gain block equal to damage dealt.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Flame Barrier,ironclad,skill,uncommon,2,315,"Gain 12 Block. / Whenever you are attacked this turn, deal 4 damage back.","flame barrier ironclad uncommon skill gain 12 block . whenever you are attacked this turn, deal 4 damage back. gain 16 block . whenever you are attacked this turn, deal 6 damage back.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Flanking,silent,skill,uncommon,2,316,The enemy takes double damage from other players this turn.,flanking silent uncommon skill the enemy takes double damage from other players this turn. the enemy takes double damage from other players this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Flash of Steel,colorless,attack,uncommon,0,317,Deal 5 damage. / Draw 1 card.,flash of steel colorless uncommon attack deal 5 damage. draw 1 card. deal 8 damage. draw 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Flechettes,silent,attack,uncommon,1,318,Deal 5 damage for each Skill in your Hand.,flechettes silent uncommon attack deal 5 damage for each skill in your hand . deal 7 damage for each skill in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Follow Through,silent,attack,uncommon,1,319,"Deal 6 damage to ALL enemies. / If the last card you played this turn was a Skill, apply 1 Weak to ALL enemies.","follow through silent uncommon attack deal 6 damage to all enemies. if the last card you played this turn was a skill, apply 1 weak to all enemies. deal 8 damage to all enemies. if the last card you played this turn was a skill, apply 2 weak to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Footwork,silent,power,uncommon,1,320,Gain 2 Dexterity.,footwork silent uncommon power gain 2 dexterity . gain 3 dexterity .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Forgotten Ritual,ironclad,skill,uncommon,1,321,"If you Exhausted a card this turn, gain .","forgotten ritual ironclad uncommon skill if you exhausted a card this turn, gain . if you exhausted a card this turn, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Friendship,necrobinder,power,uncommon,1,322,Lose 2 Strength. / Gain at the start of each turn.,friendship necrobinder uncommon power lose 2 strength . gain at the start of each turn. lose 1 strength . gain at the start of each turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
FTL,defect,attack,uncommon,0,323,"Deal 5 damage. / If you have played fewer than 3 cards this turn, draw 1 card.","ftl defect uncommon attack deal 5 damage. if you have played fewer than 3 cards this turn, draw 1 card. deal 6 damage. if you have played fewer than 4 cards this turn, draw 1 card.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Furnace,regent,power,uncommon,1,324,"At the start of your turn, Forge 4.","furnace regent uncommon power at the start of your turn, forge 4 . at the start of your turn, forge 6 .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fusion,defect,skill,uncommon,2,325,Channel 1 Plasma.,fusion defect uncommon skill channel 1 plasma . channel 1 plasma .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Gamma Blast,regent,attack,uncommon,0,326,Deal 13 damage. / Apply 2 Weak. / Apply 2 Vulnerable.,gamma blast regent uncommon attack deal 13 damage. apply 2 weak . apply 2 vulnerable . deal 18 damage. apply 2 weak . apply 2 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Gang Up,colorless,attack,uncommon,1,327,Deal 5 damage. / Deals 5 additional damage for each time another player has attacked the enemy this turn.,gang up colorless uncommon attack deal 5 damage. deals 5 additional damage for each time another player has attacked the enemy this turn. deal 5 damage. deals 7 additional damage for each time another player has attacked the enemy this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Glacier,defect,skill,uncommon,2,328,Gain 6 Block. / Channel 2 Frost.,glacier defect uncommon skill gain 6 block . channel 2 frost . gain 9 block . channel 2 frost .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Glasswork,defect,skill,uncommon,1,329,Gain 5 Block. / Channel 1 Glass.,glasswork defect uncommon skill gain 5 block . channel 1 glass . gain 8 block . channel 1 glass .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Glimmer,regent,skill,uncommon,1,330,Draw 3 cards. / Put 1 card from your Hand on top of your Draw Pile.,glimmer regent uncommon skill draw 3 cards. put 1 card from your hand on top of your draw pile . draw 4 cards. put 1 card from your hand on top of your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Grapple,ironclad,attack,uncommon,1,331,"Deal 7 damage. / Whenever you gain Block this turn, deal 5 damage to the enemy.","grapple ironclad uncommon attack deal 7 damage. whenever you gain block this turn, deal 5 damage to the enemy. deal 9 damage. whenever you gain block this turn, deal 7 damage to the enemy.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hailstorm,defect,power,uncommon,1,332,"At the end of your turn, if you have Frost, deal 6 damage to ALL enemies.","hailstorm defect uncommon power at the end of your turn, if you have frost , deal 6 damage to all enemies. at the end of your turn, if you have frost , deal 8 damage to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hand Trick,silent,skill,uncommon,1,333,Gain 7 Block. / Add Sly to a Skill in your Hand this turn.,hand trick silent uncommon skill gain 7 block . add sly to a skill in your hand this turn. gain 10 block . add sly to a skill in your hand this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Haunt,necrobinder,power,uncommon,1,334,"Whenever you play a Soul, a random enemy loses 6 HP.","haunt necrobinder uncommon power whenever you play a soul , a random enemy loses 6 hp. whenever you play a soul , a random enemy loses 8 hp.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Haze,silent,skill,uncommon,3,335,Apply 4 Poison to ALL enemies.,haze silent uncommon skill apply 4 poison to all enemies. apply 6 poison to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hegemony,regent,attack,uncommon,2,336,"Deal 15 damage. / Next turn, gain .","hegemony regent uncommon attack deal 15 damage. next turn, gain . deal 18 damage. next turn, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hemokinesis,ironclad,attack,uncommon,1,337,Lose 2 HP. / Deal 14 damage.,hemokinesis ironclad uncommon attack lose 2 hp. deal 14 damage. lose 2 hp. deal 19 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hidden Daggers,silent,skill,uncommon,0,338,Discard 2 cards. / Add 2 Shiv|Shivs} into your Hand.,hidden daggers silent uncommon skill discard 2 cards. add 2 shiv | shivs } into your hand . discard 2 cards. add 2 shiv | shivs } into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
High Five,necrobinder,attack,uncommon,2,339,Osty deals 11 damage / and applies 2 Vulnerable / to ALL enemies.,high five necrobinder uncommon attack osty deals 11 damage and applies 2 vulnerable to all enemies. osty deals 13 damage and applies 3 vulnerable to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Howl from Beyond,ironclad,attack,uncommon,3,340,"Deal 16 damage to ALL enemies. / At the start of your turn, plays from the Exhaust Pile.","howl from beyond ironclad uncommon attack deal 16 damage to all enemies. at the start of your turn, plays from the exhaust pile . deal 21 damage to all enemies. at the start of your turn, plays from the exhaust pile .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Huddle Up,colorless,skill,uncommon,1,341,ALL allies draw 2 cards.,huddle up colorless uncommon skill all allies draw 2 cards. all allies draw 3 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Impatience,colorless,skill,uncommon,0,342,"If you have no Attacks in your Hand, draw 2 cards.","impatience colorless uncommon skill if you have no attacks in your hand , draw 2 cards. if you have no attacks in your hand , draw 3 cards.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Infernal Blade,ironclad,skill,uncommon,1,343,Add a random Attack into your Hand. It's free to play this turn.,infernal blade ironclad uncommon skill add a random attack into your hand . it's free to play this turn. add a random attack into your hand . it's free to play this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Inferno,ironclad,power,uncommon,1,344,"At the start of your turn, lose 1 HP. / Whenever you lose HP on your turn, deal 6 damage to ALL enemies.","inferno ironclad uncommon power at the start of your turn, lose 1 hp. whenever you lose hp on your turn, deal 6 damage to all enemies. at the start of your turn, lose 1 hp. whenever you lose hp on your turn, deal 9 damage to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Infinite Blades,silent,power,uncommon,1,345,"At the start of your turn, add 1 Shiv into your Hand.","infinite blades silent uncommon power at the start of your turn, add 1 shiv into your hand . at the start of your turn, add 1 shiv into your hand .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Inflame,ironclad,power,uncommon,1,346,Gain 2 Strength.,inflame ironclad uncommon power gain 2 strength . gain 3 strength .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Intercept,colorless,skill,uncommon,1,347,Gain 9 Block. / Redirect all incoming attacks that would be dealt to another player this turn to you.,intercept colorless uncommon skill gain 9 block . redirect all incoming attacks that would be dealt to another player this turn to you. gain 13 block . redirect all incoming attacks that would be dealt to another player this turn to you.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Iteration,defect,power,uncommon,1,348,"The first time you draw a Status card each turn, draw 2 cards.","iteration defect uncommon power the first time you draw a status card each turn, draw 2 cards. the first time you draw a status card each turn, draw 3 cards.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Jack of All Trades,colorless,skill,uncommon,0,349,Add 1 random Colorless card into your Hand.,jack of all trades colorless uncommon skill add 1 random colorless card into your hand . add 2 random colorless cards into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Juggling,ironclad,power,uncommon,1,350,Add a copy of the third Attack you play each turn into your Hand.,juggling ironclad uncommon power add a copy of the third attack you play each turn into your hand . add a copy of the third attack you play each turn into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Kingly Kick,regent,attack,uncommon,4+,351,"Deal 24 damage. / Whenever you draw this card, reduce its cost by 1.","kingly kick regent uncommon attack deal 24 damage. whenever you draw this card, reduce its cost by 1. deal 30 damage. whenever you draw this card, reduce its cost by 1.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Kingly Punch,regent,attack,uncommon,1,352,"Deal 8 damage. / Whenever you draw this card, increase its damage by 3 this combat.","kingly punch regent uncommon attack deal 8 damage. whenever you draw this card, increase its damage by 3 this combat. deal 8 damage. whenever you draw this card, increase its damage by 5 this combat.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Knockout Blow,regent,attack,uncommon,3,353,"Deal 30 damage. / If this kills an enemy, gain .","knockout blow regent uncommon attack deal 30 damage. if this kills an enemy, gain . deal 38 damage. if this kills an enemy, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Largesse,regent,skill,uncommon,0,354,Another player adds 1 random Colorless card to their Hand.,largesse regent uncommon skill another player adds 1 random colorless card to their hand . another player adds 1 random upgraded colorless card to their hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Leg Sweep,silent,skill,uncommon,2,355,Apply 2 Weak. / Gain 11 Block.,leg sweep silent uncommon skill apply 2 weak . gain 11 block . apply 3 weak . gain 14 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Legion of Bone,necrobinder,skill,uncommon,2,356,ALL players Summon 6.,legion of bone necrobinder uncommon skill all players summon 6 . all players summon 8 .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Lethality,necrobinder,power,uncommon,1,357,The first Attack each turn deals 50% additional damage.,lethality necrobinder uncommon power the first attack each turn deals 50 % additional damage. the first attack each turn deals 75 % additional damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Lift,colorless,skill,uncommon,1,358,Give another player 11 Block.,lift colorless uncommon skill give another player 11 block . give another player 16 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Loop,defect,power,uncommon,1,359,"At the start of your turn, trigger the passive ability of your rightmost Orb.","loop defect uncommon power at the start of your turn, trigger the passive ability of your rightmost orb. at the start of your turn, trigger the passive ability of your rightmost orb 2 times.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Lunar Blast,regent,attack,uncommon,0,360,Deal 4 damage for each Skill already played this turn.,lunar blast regent uncommon attack deal 4 damage for each skill already played this turn. deal 5 damage for each skill already played this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Manifest Authority,regent,skill,uncommon,1,361,Gain 7 Block. / Add 1 random Colorless card into your Hand.,manifest authority regent uncommon skill gain 7 block . add 1 random colorless card into your hand . gain 8 block . add 1 random upgraded colorless card into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Melancholy,necrobinder,skill,uncommon,3,362,Gain 13 Block. / Reduce this card's cost by whenever ANYONE dies.,melancholy necrobinder uncommon skill gain 13 block . reduce this card's cost by whenever anyone dies. gain 17 block . reduce this card's cost by whenever anyone dies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Memento Mori,silent,attack,uncommon,1,363,Deal 8 damage. / Deals 4 additional damage for each card discarded this turn.,memento mori silent uncommon attack deal 8 damage. deals 4 additional damage for each card discarded this turn. deal 10 damage. deals 5 additional damage for each card discarded this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Mind Blast,colorless,attack,uncommon,1,364,Deal damage equal to the number of cards in your Draw Pile.,mind blast colorless uncommon attack deal damage equal to the number of cards in your draw pile . deal damage equal to the number of cards in your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Mirage,silent,skill,uncommon,1,365,Gain Block equal to Poison on ALL enemies.,mirage silent uncommon skill gain block equal to poison on all enemies. gain block equal to poison on all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Monologue,regent,skill,uncommon,0,366,"Whenever you play a card this turn, gain 1 Strength this turn.","monologue regent uncommon skill whenever you play a card this turn, gain 1 strength this turn. whenever you play a card this turn, gain 1 strength this turn.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
No Escape,necrobinder,skill,uncommon,1,367,"Apply 10 Doom, plus an additional 5 Doom for every 10 Doom already on this enemy.","no escape necrobinder uncommon skill apply 10 doom , plus an additional 5 doom for every 10 doom already on this enemy. apply 15 doom , plus an additional 5 doom for every 10 doom already on this enemy.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Noxious Fumes,silent,power,uncommon,1,368,"At the start of your turn, apply 2 Poison to ALL enemies.","noxious fumes silent uncommon power at the start of your turn, apply 2 poison to all enemies. at the start of your turn, apply 3 poison to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Null,defect,attack,uncommon,2,369,Deal 10 damage. / Apply 2 Weak. / Channel 1 Dark.,null defect uncommon attack deal 10 damage. apply 2 weak . channel 1 dark . deal 13 damage. apply 3 weak . channel 1 dark .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Omnislice,colorless,attack,uncommon,0,370,Deal 8 damage. / Damage ALL other enemies equal to the damage dealt.,omnislice colorless uncommon attack deal 8 damage. damage all other enemies equal to the damage dealt. deal 11 damage. damage all other enemies equal to the damage dealt.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Orbit,regent,power,uncommon,2,371,"Every you spend, / gain .","orbit regent uncommon power every you spend, gain . every you spend, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Outbreak,silent,power,uncommon,1,372,"Every 3 you apply Poison, deal 11 damage to ALL enemies.","outbreak silent uncommon power every 3 you apply poison , deal 11 damage to all enemies. every 3 you apply poison , deal 15 damage to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Overclock,defect,skill,uncommon,0,373,Draw 2 cards. / Add a Burn into your Discard Pile.,overclock defect uncommon skill draw 2 cards. add a burn into your discard pile . draw 3 cards. add a burn into your discard pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pagestorm,necrobinder,power,uncommon,1,374,"Whenever you draw an Ethereal card, draw 1 card.","pagestorm necrobinder uncommon power whenever you draw an ethereal card, draw 1 card. whenever you draw an ethereal card, draw 1 card.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pale Blue Dot,regent,power,uncommon,1,375,"If you play 5 or more cards in a turn, draw 1 card at the start of your next turn.","pale blue dot regent uncommon power if you play 5 or more cards in a turn, draw 1 card at the start of your next turn. if you play 5 or more cards in a turn, draw 2 cards at the start of your next turn.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Panache,colorless,power,uncommon,0,376,"Every time you play 5 cards in a single turn, deal 10 damage to ALL enemies.","panache colorless uncommon power every time you play 5 cards in a single turn, deal 10 damage to all enemies. every time you play 5 cards in a single turn, deal 14 damage to all enemies.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Panic Button,colorless,skill,uncommon,0,377,Gain 30 Block. / You cannot gain Block from cards for 2 turns.,panic button colorless uncommon skill gain 30 block . you cannot gain block from cards for 2 turns. gain 40 block . you cannot gain block from cards for 2 turns.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Parry,regent,power,uncommon,1,378,"Whenever you play Sovereign Blade, gain 6 Block.","parry regent uncommon power whenever you play sovereign blade , gain 6 block . whenever you play sovereign blade , gain 9 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Parse,necrobinder,skill,uncommon,1,379,Draw 3 cards.,parse necrobinder uncommon skill draw 3 cards. draw 4 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Particle Wall,regent,skill,uncommon,0,380,Gain 9 Block. / Return this card to your Hand.,particle wall regent uncommon skill gain 9 block . return this card to your hand . gain 12 block . return this card to your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Phantom Blades,silent,power,uncommon,1,381,Shivs gain Retain. / The first Shiv you play each turn deals 9 additional damage.,phantom blades silent uncommon power shivs gain retain . the first shiv you play each turn deals 9 additional damage. shivs gain retain . the first shiv you play each turn deals 12 additional damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pillage,ironclad,attack,uncommon,1,382,Deal 6 damage. / Draw cards until you draw a non-Attack card.,pillage ironclad uncommon attack deal 6 damage. draw cards until you draw a non-attack card. deal 9 damage. draw cards until you draw a non-attack card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pillar of Creation,regent,power,uncommon,1,383,"Whenever you create a card, gain 3 Block.","pillar of creation regent uncommon power whenever you create a card, gain 3 block . whenever you create a card, gain 4 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pinpoint,silent,attack,uncommon,3,384,Deal 17 damage. / Costs 1 less for each Skill played this turn.,pinpoint silent uncommon attack deal 17 damage. costs 1 less for each skill played this turn. deal 22 damage. costs 1 less for each skill played this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pounce,silent,attack,uncommon,2,385,Deal 12 damage. / The next Skill you play costs 0 .,pounce silent uncommon attack deal 12 damage. the next skill you play costs 0 . deal 18 damage. the next skill you play costs 0 .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Precise Cut,silent,attack,uncommon,0,386,Deal 13 damage. / Deals 2 less damage for each other card in your Hand.,precise cut silent uncommon attack deal 13 damage. deals 2 less damage for each other card in your hand . deal 16 damage. deals 2 less damage for each other card in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Predator,silent,attack,uncommon,2,387,"Deal 15 damage. / Next turn, draw 2 cards.","predator silent uncommon attack deal 15 damage. next turn, draw 2 cards. deal 20 damage. next turn, draw 2 cards.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Prep Time,colorless,power,uncommon,1,388,"At the start of your turn, gain 4 Vigor.","prep time colorless uncommon power at the start of your turn, gain 4 vigor . at the start of your turn, gain 6 vigor .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Production,colorless,skill,uncommon,0,389,Gain .,production colorless uncommon skill gain . gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Prolong,colorless,skill,uncommon,0,390,"Next turn, gain Block equal to your current Block.","prolong colorless uncommon skill next turn, gain block equal to your current block . next turn, gain block equal to your current block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Prophesize,regent,skill,uncommon,2,391,Draw 6 cards.,prophesize regent uncommon skill draw 6 cards. draw 9 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Prowess,colorless,power,uncommon,1,392,Gain 1 Strength. / Gain 1 Dexterity.,prowess colorless uncommon power gain 1 strength . gain 1 dexterity . gain 2 strength . gain 2 dexterity .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Pull from Below,necrobinder,attack,uncommon,1,393,Deal 5 damage for each Ethereal card played this combat.,pull from below necrobinder uncommon attack deal 5 damage for each ethereal card played this combat. deal 7 damage for each ethereal card played this combat.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Purity,colorless,skill,uncommon,0,394,Exhaust up to 3 cards in your Hand.,purity colorless uncommon skill exhaust up to 3 cards in your hand . exhaust up to 5 cards in your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Putrefy,necrobinder,skill,uncommon,1,395,Apply 2 Weak. / Apply 2 Vulnerable.,putrefy necrobinder uncommon skill apply 2 weak . apply 2 vulnerable . apply 3 weak . apply 3 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Quasar,regent,skill,uncommon,0,396,Choose 1 of 3 random Colorless cards to add into your Hand.,quasar regent uncommon skill choose 1 of 3 random colorless cards to add into your hand . choose 1 of 3 random colorless cards to add into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Radiate,regent,attack,uncommon,0,397,Deal 3 damage to ALL enemies for each gained this turn.,radiate regent uncommon attack deal 3 damage to all enemies for each gained this turn. deal 4 damage to all enemies for each gained this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Rage,ironclad,skill,uncommon,0,398,"Whenever you play an Attack this turn, gain 3 Block.","rage ironclad uncommon skill whenever you play an attack this turn, gain 3 block . whenever you play an attack this turn, gain 5 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Rampage,ironclad,attack,uncommon,1,399,Deal 9 damage. / Increase this card's damage by 5 this combat.,rampage ironclad uncommon attack deal 9 damage. increase this card's damage by 5 this combat. deal 9 damage. increase this card's damage by 9 this combat.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Rattle,necrobinder,attack,uncommon,1,400,Osty deals 7 damage. / Hits an additional time for each other time he has attacked this turn.,rattle necrobinder uncommon attack osty deals 7 damage. hits an additional time for each other time he has attacked this turn. osty deals 9 damage. hits an additional time for each other time he has attacked this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Reflect,regent,skill,uncommon,1,401,Gain 17 Block. / Blocked attack damage is reflected to your attacker this turn.,reflect regent uncommon skill gain 17 block . blocked attack damage is reflected to your attacker this turn. gain 21 block . blocked attack damage is reflected to your attacker this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Reflex,silent,skill,uncommon,3,402,Draw 2 cards.,reflex silent uncommon skill draw 2 cards. draw 3 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Refract,defect,attack,uncommon,3,403,Deal 9 damage twice. / Channel 2 Glass.,refract defect uncommon attack deal 9 damage twice. channel 2 glass . deal 12 damage twice. channel 2 glass .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Resonance,regent,skill,uncommon,1,404,Gain 1 Strength. ALL enemies lose 1 Strength.,resonance regent uncommon skill gain 1 strength . all enemies lose 1 strength . gain 2 strength . all enemies lose 1 strength .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
